Unnamed: 0,Datetime,Text,Username,likeCount,Retweets,Replycount,user_followers,user_verified,user_location,cleaned_tweet,sentiment_scores,sentiment
10,2023-06-10 08:28:00+00:00,"Promoting cities that provide core Infrastructure, give a decent quality of life to its citizens, ensure a clean and sustainable environment with application of 'Smart' Solutions. 

#9YearsOfEnabledMiddleClass https://t.co/E0SXDWvfQn",BJP4India,289,183,13,20500655,False,"6-A, Deen Dayal Upadhyay Marg,",promoting city provide core infrastructure give decent quality life citizen ensure clean sustainable environment application smart solution yearsofenabledmiddleclass,"{'neg': 0.0, 'neu': 0.504, 'pos': 0.496, 'compound': 0.8957}",positive
11,2023-06-10 08:21:14+00:00,"Minimising Inflation, Maximising Growth have been the enabling factors of #9YearsOfEnabledMiddleClass. https://t.co/gDJu7te1nY",BJP4India,309,195,15,20500655,False,"6-A, Deen Dayal Upadhyay Marg,",minimising inflation maximising growth enabling factor yearsofenabledmiddleclass,"{'neg': 0.0, 'neu': 0.698, 'pos': 0.302, 'compound': 0.3818}",positive
12,2023-06-10 08:16:46+00:00,"Since 2014, the tax system in India has been seamless, painless and faceless!

#9YearsOfEnabledMiddleClass https://t.co/qxH3PBl3ld",BJP4India,331,217,17,20500655,False,"6-A, Deen Dayal Upadhyay Marg,",since tax system india seamless painless faceless yearsofenabledmiddleclass,"{'neg': 0.0, 'neu': 0.761, 'pos': 0.239, 'compound': 0.296}",positive
13,2023-06-10 07:32:16+00:00,"9 years of Modi Government have ensured development and prosperity in a true sense.

From infrastructure development to easing lives of the people, New India has come a long way.

The impacts of the schemes like Swachh Bharat, Ujjawala, AMRUT, to name a few, are clearly visible.

- Shri @HardeepSPuri",BJP4India,507,238,35,20500655,False,"6-A, Deen Dayal Upadhyay Marg,",year modi government ensured development prosperity true sense infrastructure development easing life people new india come long way impact scheme like swachh bharat ujjawala amrut name clearly visible shri,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.8402}",positive
14,2023-06-10 07:07:07+00:00,"Under Modi Ji's leadership, India saw an unprecedented transformation and became the world's 5th largest economy.

- Shri @HardeepSPuri",BJP4India,134,61,8,20500655,False,"6-A, Deen Dayal Upadhyay Marg,",modi ji leadership india saw unprecedented transformation became world th largest economy shri,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
15,2023-06-10 07:06:41+00:00,"During the years of UPA Government, the political decision-making was by and large characterised by inaction and policy-paralysis. 

At that time, there was no focus on development in the country and India was one of the 'Fragile-Five' economies.

- Shri @HardeepSPuri https://t.co/XPJI8busMX",BJP4India,403,188,12,20500655,False,"6-A, Deen Dayal Upadhyay Marg,",year upa government political decisionmaking large characterised inaction policyparalysis time focus development country india one fragilefive economy shri,"{'neg': 0.105, 'neu': 0.895, 'pos': 0.0, 'compound': -0.25}",negative
16,2023-06-10 06:52:31+00:00,Shri @HardeepSPuri addresses a press conference at party headquarters in New Delhi.   https://t.co/6RPbIsQcps,BJP4India,1016,387,24,20500655,False,"6-A, Deen Dayal Upadhyay Marg,",shri address press conference party headquarters new delhi,"{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.4019}",positive
17,2023-06-10 06:26:14+00:00,Union Home and Cooperation Minister Shri @AmitShah addresses public meeting in Gujarat on the completion of 9 years of Modi Government. #9YearsOfSeva    https://t.co/uVsxCyeqR4,BJP4India,1181,441,35,20500655,False,"6-A, Deen Dayal Upadhyay Marg,",union home cooperation minister shri address public meeting gujarat completion year modi government yearsofseva,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
18,2023-06-10 05:06:13+00:00,"Post-2014 has been a phase of building a thriving and prosperous middle class.

#9YearsOfEnabledMiddleClass https://t.co/5StlnpwOZU",BJP4India,531,308,26,20500655,False,"6-A, Deen Dayal Upadhyay Marg,",post phase building thriving prosperous middle class yearsofenabledmiddleclass,"{'neg': 0.0, 'neu': 0.693, 'pos': 0.307, 'compound': 0.4767}",positive
19,2023-06-10 04:34:33+00:00,The last 9 years under PM Modi led Government have truly been the #9YearsOfEnabledMiddleClass https://t.co/qON5QaxuUI,BJP4India,553,291,26,20500655,False,"6-A, Deen Dayal Upadhyay Marg,",last year pm modi led government truly yearsofenabledmiddleclass,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}",positive
20,2023-06-10 04:21:33+00:00,"Modi Govt is furthering the Ease of Living for middle class to ensuring that they lead peaceful and happy lives!

#9YearsOfEnabledMiddleClass https://t.co/uuASex3Qnu",BJP4India,505,278,34,20500655,False,"6-A, Deen Dayal Upadhyay Marg,",modi govt furthering ease living middle class ensuring lead peaceful happy life yearsofenabledmiddleclass,"{'neg': 0.0, 'neu': 0.439, 'pos': 0.561, 'compound': 0.8885}",positive
21,2023-06-10 04:10:54+00:00,"New India, under PM Modi's leadership, has a thriving and prospering middle class.

#9YearsOfEnabledMiddleClass https://t.co/fkU2WZwv4l",BJP4India,756,392,78,20500655,False,"6-A, Deen Dayal Upadhyay Marg,",new india pm modis leadership thriving prospering middle class yearsofenabledmiddleclass,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
22,2023-06-10 03:37:44+00:00,Parrot 🦜 https://t.co/muvuWCerRb,BJP4India,5003,1973,407,20500655,False,"6-A, Deen Dayal Upadhyay Marg,",parrot,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
23,2023-06-09 16:59:36+00:00,"Favourite movie?
Congress: https://t.co/D4gyDkA7sj",BJP4India,3431,1100,602,20500655,False,"6-A, Deen Dayal Upadhyay Marg,",favourite movie congress,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
24,2023-06-09 16:23:09+00:00,"Union Home Minister and Minister of Cooperation Shri @AmitShah's public programs in Gujarat and Maharashtra on 10th June, 2023.

Watch live: 
📺https://t.co/ZFyEVlesOi
📺https://t.co/vpP0MIos7C
📺https://t.co/lcXkSnOnsV
📺https://t.co/4XQ2GzrhRl https://t.co/T12inbqOkD",BJP4India,1886,555,50,20500655,False,"6-A, Deen Dayal Upadhyay Marg,",union home minister minister cooperation shri public program gujarat maharashtra th june watch live,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
25,2023-06-09 16:12:18+00:00,"BJP National President Shri @JPNadda's Public Programs in Andhra Pradesh on 10th June, 2023.

Watch live:
📺https://t.co/ZFyEVlesOi
📺https://t.co/vpP0MIos7C
📺https://t.co/lcXkSnOnsV
📺https://t.co/4XQ2GzrhRl https://t.co/cgHc8wKtrq",BJP4India,1601,515,43,20500655,False,"6-A, Deen Dayal Upadhyay Marg,",bjp national president shri public program andhra pradesh th june watch live,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
26,2023-06-09 14:18:43+00:00,The tale of Jar Soros! https://t.co/lyvxG8WJKy,BJP4India,3243,1336,190,20500655,False,"6-A, Deen Dayal Upadhyay Marg,",tale jar soros,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
27,2023-06-09 13:35:12+00:00,"Today, BJP National President Shri @JPNadda attended and presided over the BJP's National General Secretary Meeting at the party's headquarters in New Delhi. https://t.co/pfhnICSzt0",BJP4India,1155,466,38,20500655,False,"6-A, Deen Dayal Upadhyay Marg,",today bjp national president shri attended presided bjps national general secretary meeting party headquarters new delhi,"{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.4019}",positive
28,2023-06-09 10:59:40+00:00,"Achieving global competitiveness and self-reliance in the strategic domain of supercomputing technology.

#9YearsOfTechForGrowth https://t.co/FKDeG3jMEr",BJP4India,499,291,17,20500655,False,"6-A, Deen Dayal Upadhyay Marg,",achieving global competitiveness selfreliance strategic domain supercomputing technology yearsoftechforgrowth,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
29,2023-06-09 10:57:31+00:00,"PM Modi is taking India's digital transformation and connectivity to newer heights. 

#9YearsOfTechForGrowth https://t.co/a8r3i57oCC",BJP4India,481,295,21,20500655,False,"6-A, Deen Dayal Upadhyay Marg,",pm modi taking india digital transformation connectivity newer height yearsoftechforgrowth,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
30,2023-06-09 10:55:06+00:00,"UPI forms the flag-bearer of the ongoing financial revolution in New India.

#9YearsOfTechForGrowth https://t.co/uvJVAaisIa",BJP4India,463,276,14,20500655,False,"6-A, Deen Dayal Upadhyay Marg,",upi form flagbearer ongoing financial revolution new india yearsoftechforgrowth,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
31,2023-06-09 10:49:22+00:00,"Ensuring Digital Empowerment for building a Prosperous India! 

#9YearsOfTechForGrowth https://t.co/dw1Y5Q57pL",BJP4India,439,265,15,20500655,False,"6-A, Deen Dayal Upadhyay Marg,",ensuring digital empowerment building prosperous india yearsoftechforgrowth,"{'neg': 0.0, 'neu': 0.49, 'pos': 0.51, 'compound': 0.6369}",positive
32,2023-06-09 10:45:45+00:00,"Innovations, technological advancements and Digital Revolution are fast becoming the basis for New India's development.

#9YearsOfTechForGrowth https://t.co/0DW3qSgBez",BJP4India,446,266,8,20500655,False,"6-A, Deen Dayal Upadhyay Marg,",innovation technological advancement digital revolution fast becoming basis new india development yearsoftechforgrowth,"{'neg': 0.0, 'neu': 0.809, 'pos': 0.191, 'compound': 0.3818}",positive
33,2023-06-09 10:21:18+00:00,"Modi Government has been promoting a culture of innovation and entrepreneurship across the length and breadth of the country. 

#9YearsOfTechForGrowth https://t.co/VQyeo7FSJ4",BJP4India,470,274,20,20500655,False,"6-A, Deen Dayal Upadhyay Marg,",modi government promoting culture innovation entrepreneurship across length breadth country yearsoftechforgrowth,"{'neg': 0.0, 'neu': 0.638, 'pos': 0.362, 'compound': 0.6249}",positive
34,2023-06-09 08:45:04+00:00,"From being the world's largest unconnected country in 2014 to becoming the world's largest connected country today, India has come a long way under Modi Ji's leadership.

It is a time when India is seeing the world's fastest 5G rollout.

- Shri @Rajeev_GoI 

Watch full video: https://t.co/05qIdXD55j",BJP4India,548,305,21,20500655,False,"6-A, Deen Dayal Upadhyay Marg,",world largest unconnected country becoming world largest connected country today india come long way modi ji leadership time india seeing world fastest g rollout shri watch full video,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
35,2023-06-09 08:30:55+00:00,Former Rajya Sabha MP Dr. V. Maitreyan joins BJP at Party Headquarters in New Delhi. #JoinBJP   https://t.co/NnJdd2O6z7,BJP4India,1666,533,36,20500655,False,"6-A, Deen Dayal Upadhyay Marg,",former rajya sabha mp dr v maitreyan join bjp party headquarters new delhi joinbjp,"{'neg': 0.0, 'neu': 0.692, 'pos': 0.308, 'compound': 0.5994}",positive
36,2023-06-09 07:45:48+00:00,"Under Modi Ji's leadership, India is seen as a Bright Spot among the world economies.

But unfortunately, Kejriwal has made Delhi a Black Spot. We strongly need to change Delhi's picture. 

- Shri @JPNadda 

Watch full video: https://t.co/oAUPE22Zux https://t.co/b1AvL4tZzA",BJP4India,1867,626,71,20500655,False,"6-A, Deen Dayal Upadhyay Marg,",modi ji leadership india seen bright spot among world economy unfortunately kejriwal made delhi black spot strongly need change delhi picture shri watch full video,"{'neg': 0.082, 'neu': 0.748, 'pos': 0.17, 'compound': 0.3818}",positive
37,2023-06-09 07:38:23+00:00,"Under Modi Ji's leadership, India is becoming a global trusted partner for manufacturing.

In the manufacturing sector, we are seeing emergence of world class factories, huge investments and creation of a big number of jobs.

- Shri @Rajeev_GoI https://t.co/aNcJpFXjvX",BJP4India,453,235,12,20500655,False,"6-A, Deen Dayal Upadhyay Marg,",modi ji leadership india becoming global trusted partner manufacturing manufacturing sector seeing emergence world class factory huge investment creation big number job shri,"{'neg': 0.0, 'neu': 0.683, 'pos': 0.317, 'compound': 0.7783}",positive
38,2023-06-09 07:34:58+00:00,"Today, India is seeing the fastest degree of 5G rollout. 

We are having a high degree of indigenous 5G components. 

There is a boost of digital connectivity in the country and it's the vision and mission of the Govt to ensure safety and security in cyberspace.

- Shri @Rajeev_GoI",BJP4India,416,211,6,20500655,False,"6-A, Deen Dayal Upadhyay Marg,",today india seeing fastest degree g rollout high degree indigenous g component boost digital connectivity country vision mission govt ensure safety security cyberspace shri,"{'neg': 0.0, 'neu': 0.576, 'pos': 0.424, 'compound': 0.8885}",positive
39,2023-06-09 07:24:33+00:00,"We are among the highest consumers of the mobile internet and data in the world and we are one of the countries to have the lowest prices of data.

- Shri @Rajeev_GoI https://t.co/5g5d1Ju9a9",BJP4India,445,230,16,20500655,False,"6-A, Deen Dayal Upadhyay Marg,",among highest consumer mobile internet data world one country lowest price data shri,"{'neg': 0.178, 'neu': 0.822, 'pos': 0.0, 'compound': -0.3818}",negative
40,2023-06-09 07:20:18+00:00,"Under PM Modi Ji's leadership, even the remotest parts of India are experiencing the empowerment through technology. 

We were the largest 'unconnected' country in 2014. And today, we are the largest 'connected' country in the world.

- Shri @Rajeev_GoI https://t.co/plBBB7YIw3",BJP4India,449,206,8,20500654,False,"6-A, Deen Dayal Upadhyay Marg,",pm modi ji leadership even remotest part india experiencing empowerment technology largest unconnected country today largest connected country world shri,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
41,2023-06-09 07:07:19+00:00,Shri @Rajeev_GoI addresses a press conference at party headquarters in New Delhi.  https://t.co/YDoD2dYNJt,BJP4India,1406,447,36,20500654,False,"6-A, Deen Dayal Upadhyay Marg,",shri address press conference party headquarters new delhi,"{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.4019}",positive
42,2023-06-09 05:28:07+00:00,"India has seen a great transformation in the last 9 years. 

There no longer exists the politics of 'Vote Bank'. It's rather the politics of 'Report Card' existent today.

- Shri @JPNadda https://t.co/hzb0pALZNi",BJP4India,425,233,21,20500654,False,"6-A, Deen Dayal Upadhyay Marg,",india seen great transformation last year longer exists politics vote bank rather politics report card existent today shri,"{'neg': 0.0, 'neu': 0.806, 'pos': 0.194, 'compound': 0.6249}",positive
43,2023-06-09 05:24:09+00:00,"Notably, Prime Minister Modi not only changed the 'Sarkaar', but also the 'Sanskaar' and 'Sankriti' in the country.

From 'Vanshvaad' to 'Vikasvaad', India has come a long way under Modi Ji's leadership.

- Shri @JPNadda",BJP4India,463,251,18,20500654,False,"6-A, Deen Dayal Upadhyay Marg,",notably prime minister modi changed sarkaar also sanskaar sankriti country vanshvaad vikasvaad india come long way modi ji leadership shri,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
44,2023-06-09 05:19:40+00:00,"Our Party offices are actually the 'Sanskaar Kendras' for our Karyakartas.

Ours is a unique Party. Bharatiya Janata Party is the only political party to have ideology.

- Shri @JPNadda",BJP4India,597,288,34,20500654,False,"6-A, Deen Dayal Upadhyay Marg,",party office actually sanskaar kendras karyakartas unique party bharatiya janata party political party ideology shri,"{'neg': 0.0, 'neu': 0.505, 'pos': 0.495, 'compound': 0.8689}",positive
45,2023-06-09 05:15:25+00:00,"Once established, the new state office of BJP Delhi will serve as a platform to enable the BJP Karyakartas to have thoughtful discussions, make strategies, expand the Party and take the nation to the newer heights.

- Shri @JPNadda https://t.co/g9YqehQKPq",BJP4India,575,251,14,20500654,False,"6-A, Deen Dayal Upadhyay Marg,",established new state office bjp delhi serve platform enable bjp karyakartas thoughtful discussion make strategy expand party take nation newer height shri,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.765}",positive
46,2023-06-09 05:11:06+00:00,"We envision to establish the BJP offices in all the districts across the country. 

I am glad to inform that today, over 500 Party offices are already operational and around 166 offices are being constructed.

- Shri @JPNadda https://t.co/BIsf1YfZ6j",BJP4India,468,238,14,20500654,False,"6-A, Deen Dayal Upadhyay Marg,",envision establish bjp office district across country glad inform today party office already operational around office constructed shri,"{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.6908}",positive
47,2023-06-09 04:58:42+00:00,BJP National President Shri @JPNadda lays foundation stone of the New State Office of BJP Delhi.    https://t.co/gVALhJ7ZMD,BJP4India,1967,686,71,20500654,False,"6-A, Deen Dayal Upadhyay Marg,",bjp national president shri lay foundation stone new state office bjp delhi,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
48,2023-06-09 04:38:11+00:00,"PM Modi's strong and visionary leadership is making this decade of India a 'Techada of India'!

#9YearsOfTechForGrowth https://t.co/Ni6xMy1npm",BJP4India,509,319,14,20500654,False,"6-A, Deen Dayal Upadhyay Marg,",pm modis strong visionary leadership making decade india techada india yearsoftechforgrowth,"{'neg': 0.0, 'neu': 0.573, 'pos': 0.427, 'compound': 0.7717}",positive
49,2023-06-09 04:23:12+00:00,"Modi Govt has been paving the way for India to become a Global Drone Manufacturing Hub! 

#9YearsOfTechForGrowth https://t.co/KFH0mYEvcT",BJP4India,605,394,20,20500654,False,"6-A, Deen Dayal Upadhyay Marg,",modi govt paving way india become global drone manufacturing hub yearsoftechforgrowth,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
50,2023-06-09 04:05:41+00:00,"Information Technology plus Indian Talent make India's tomorrow!

#9YearsOfTechForGrowth https://t.co/WJDMquDhYu",BJP4India,718,404,25,20500654,False,"6-A, Deen Dayal Upadhyay Marg,",information technology plus indian talent make india tomorrow yearsoftechforgrowth,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.4215}",positive
51,2023-06-09 03:50:13+00:00,"Post 2014, the country started seeing a Startup boom and building of a New Digital India under Modi Government. 

#9YearsOfTechForGrowth https://t.co/4Nchsa4E5q",BJP4India,612,388,18,20500654,False,"6-A, Deen Dayal Upadhyay Marg,",post country started seeing startup boom building new digital india modi government yearsoftechforgrowth,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
52,2023-06-09 03:32:32+00:00,"The dream of Digital India and Tech-Powered India is swiftly becoming a reality under Modi Government!

#9YearsOfTechGrowthForAll https://t.co/vR2bUvb6TZ",BJP4India,644,374,21,20500654,False,"6-A, Deen Dayal Upadhyay Marg,",dream digital india techpowered india swiftly becoming reality modi government yearsoftechgrowthforall,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.4939}",positive
53,2023-06-08 11:13:41+00:00,"Transforming Healthcare, Transforming India!

#9YearsOfHealthForAll https://t.co/5Cg2ZxEV2X",BJP4India,722,383,23,20500654,False,"6-A, Deen Dayal Upadhyay Marg,",transforming healthcare transforming india yearsofhealthforall,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
54,2023-06-08 11:10:13+00:00,"Building a New India through ensuring Swastha Vyakti, Swastha Parivaar, Swastha Samaj!

#9YearsOfHealthForAll https://t.co/i63BGRfPwU",BJP4India,546,306,14,20500654,False,"6-A, Deen Dayal Upadhyay Marg,",building new india ensuring swastha vyakti swastha parivaar swastha samaj yearsofhealthforall,"{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.2732}",positive
55,2023-06-08 11:00:43+00:00,"Since 2014, there has been an intense focus on ensuring healthy lives for people. Modi Government is prioritising maternal and child health.

#9YearsOfHealthForAll https://t.co/8IUfcyDjVI",BJP4India,538,310,11,20500654,False,"6-A, Deen Dayal Upadhyay Marg,",since intense focus ensuring healthy life people modi government prioritising maternal child health yearsofhealthforall,"{'neg': 0.0, 'neu': 0.643, 'pos': 0.357, 'compound': 0.6249}",positive
56,2023-06-08 10:50:08+00:00,"Under PM Modi, the healthcare infrastructure in the country has strengthened more than ever before.

#9YearsOfHealthForAll https://t.co/0ja2HG0iiW",BJP4India,580,351,15,20500654,False,"6-A, Deen Dayal Upadhyay Marg,",pm modi healthcare infrastructure country strengthened ever yearsofhealthforall,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.4215}",positive
57,2023-06-08 10:41:12+00:00,"Under PM Modi's leadership, New India is paving the way for a healthier tomorrow! 

#9YearsOfHealthForAll https://t.co/r7eFlYWVeq",BJP4India,630,336,21,20500654,False,"6-A, Deen Dayal Upadhyay Marg,",pm modis leadership new india paving way healthier tomorrow yearsofhealthforall,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
58,2023-06-08 10:30:43+00:00,"Providing affordable and accessible healthcare facilities has been one of the key focus areas of New India!

#9YearsOfHealthForAll https://t.co/rqxiwuSpPf",BJP4India,528,303,13,20500654,False,"6-A, Deen Dayal Upadhyay Marg,",providing affordable accessible healthcare facility one key focus area new india yearsofhealthforall,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
59,2023-06-08 10:18:45+00:00,"With Ayushman Bharat - Pradhan Mantri Jan Aarogya Yojana, Modi Government is taking healthcare protection in the country to a new aspirational level!

#9YearsOfHealthForAll https://t.co/QKxHZpay2K",BJP4India,665,372,21,20500654,False,"6-A, Deen Dayal Upadhyay Marg,",ayushman bharat pradhan mantri jan aarogya yojana modi government taking healthcare protection country new aspirational level yearsofhealthforall,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
60,2023-06-08 09:59:41+00:00,"Under the strong leadership of PM Modi, India is implementing the largest immunisation programme in the world.

#9YearsOfHealthForAll https://t.co/DCDe6BqOqv",BJP4India,519,314,19,20500654,False,"6-A, Deen Dayal Upadhyay Marg,",strong leadership pm modi india implementing largest immunisation programme world yearsofhealthforall,"{'neg': 0.0, 'neu': 0.752, 'pos': 0.248, 'compound': 0.5106}",positive
61,2023-06-08 09:41:08+00:00,"Under PM Modi led Government, the Nation and Nutrition are very closely inter-related!

#9YearsOfHealthForAll https://t.co/mw4Tlbz3Nh",BJP4India,545,314,16,20500654,False,"6-A, Deen Dayal Upadhyay Marg,",pm modi led government nation nutrition closely interrelated yearsofhealthforall,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
62,2023-06-08 09:25:33+00:00,"Prioritising healthcare for people has been the hallmark of Modi Government!

#9YearsOfHealthForAll https://t.co/zzEcjw4VVo",BJP4India,736,382,31,20500654,False,"6-A, Deen Dayal Upadhyay Marg,",prioritising healthcare people hallmark modi government yearsofhealthforall,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
63,2023-06-08 08:40:45+00:00,"It is incumbent upon the Congress Party to attack the image of PM Narendra Modi. 

The Mohabbat of Congress doesn't extend to him.

- Smt. @smritiirani 

Watch full video: https://t.co/I0THJ7w3Ct https://t.co/rK1w6YFW0K",BJP4India,2185,654,88,20500654,False,"6-A, Deen Dayal Upadhyay Marg,",incumbent upon congress party attack image pm narendra modi mohabbat congress doesnt extend smt watch full video,"{'neg': 0.217, 'neu': 0.657, 'pos': 0.127, 'compound': -0.2306}",negative
